Applicant_ID,Applicant_Income,Coapplicant_Income,Employment_Status,Age,Marital_Status,Dependents,Credit_Score,Existing_Loans,DTI_Ratio,Savings,Collateral_Value,Loan_Amount,Loan_Term,Loan_Purpose,Property_Area,Education_Level,Gender,Employer_Category,Loan_Approved
LP000605,46500,7200,Employed,56,Single,1,791,1,0.428,12500,0,100000,240,Home Purchase,Rural,Graduate,Male,Private Sector,Y
LP000606,112000,0,Employed,60,Married,3,688,1,0.317,3900,0,206000,180,Education,Rural,Graduate,Female,Private Sector,Y
LP000607,22800,8500,Employed,22,Married,1,785,0,0.383,14300,64800,54000,360,Home Purchase,Urban,Graduate,Male,Private Sector,Y
LP000608,17200,0,Business Owner,62,Married,0,571,1,0.486,8700,96000,64000,360,Business,Urban,Graduate,Male,MNC,N
LP000609,12500,17300,Business Owner,29,Married,1,644,0,0.346,9500,86400,108000,180,Home Purchase,Urban,Graduate,Male,Self-Employed,N
LP000610,89100,0,Self-Employed,43,Single,0,656,0,0.264,20400,0,149000,240,Home Improvement,Semiurban,Postgraduate,Female,Private Sector,N
LP000611,53800,11400,Employed,35,Married,2,670,3,0.367,25300,248400,207000,360,Debt Consolidation,Urban,High School,Female,Government,Y
LP000612,35100,0,Employed,33,Married,1,686,1,0.266,18400,74400,62000,120,Home Purchase,Urban,Graduate,Female,Private Sector,Y
LP000613,43000,0,Self-Employed,43,Single,0,735,1,0.27,36300,0,181000,240,Business,Semiurban,Graduate,Female,Government,Y
LP000614,18500,0,Self-Employed,37,Single,0,644,1,0.168,22700,0,78000,180,Home Purchase,Semiurban,High School,Female,Private Sector,N
LP000615,157500,0,Employed,22,Married,2,691,3,0.413,12200,1132000,566000,360,Education,Semiurban,Postgraduate,Male,Private Sector,Y
LP000616,39200,19700,Employed,40,Married,0,676,1,0.281,10400,504000,252000,360,Home Purchase,Rural,High School,Male,MNC,Y
LP000617,38800,13700,Self-Employed,40,Married,2,605,2,0.338,17300,414000,207000,240,Debt Consolidation,Urban,Graduate,Male,Private Sector,N
LP000618,56100,0,Employed,23,Married,0,670,1,0.216,23600,336000,224000,240,Home Improvement,Urban,Graduate,Male,Private Sector,Y
LP000619,48500,0,Employed,32,Married,0,668,3,0.364,45500,0,156000,360,Home Purchase,Rural,Graduate,Male,MNC,N
LP000620,41500,35300,Employed,60,Divorced,1,666,2,0.244,38500,0,186000,360,Home Purchase,Semiurban,Postgraduate,Male,MNC,N
LP000621,22600,9400,Employed,22,Married,3,682,2,0.306,9800,55200,69000,360,Business,Semiurban,Graduate,Female,Government,Y
LP000622,48200,27300,Business Owner,56,Married,3,686,0,0.408,14100,149600,187000,180,Business,Urban,Postgraduate,Female,Government,Y
LP000623,112300,0,Contract,34,Married,0,645,0,0.399,24600,760000,380000,180,Education,Urban,Graduate,Female,Government,N
LP000624,81400,0,Employed,36,Single,0,781,0,0.318,40900,246000,164000,360,Home Purchase,Semiurban,Graduate,Female,Private Sector,Y
LP000625,94500,27200,Employed,39,Single,0,586,0,0.143,27700,332400,277000,240,Debt Consolidation,Rural,Postgraduate,Male,Private Sector,Y
LP000626,26700,0,Employed,54,Married,1,622,2,0.619,13200,0,78000,120,Home Purchase,Rural,Graduate,Female,Government,N
LP000627,20100,10300,Employed,64,Single,1,850,0,0.495,6900,134000,67000,120,Home Purchase,Semiurban,Postgraduate,Male,Government,Y
LP000628,33700,0,Employed,26,Married,3,596,0,0.392,6000,165000,110000,360,Business,Semiurban,Graduate,Male,MNC,N
LP000629,37600,30000,Self-Employed,33,Married,3,571,0,0.245,15800,0,289000,360,Home Purchase,Rural,Graduate,Female,MNC,N
LP000630,70000,0,Employed,56,Married,0,738,0,0.309,21600,393000,262000,240,Debt Consolidation,Semiurban,Graduate,Male,Private Sector,Y
LP000631,13200,23800,Employed,42,Married,1,513,0,0.266,4700,103200,129000,360,Debt Consolidation,Semiurban,Graduate,Male,Private Sector,N
LP000632,90900,21400,Employed,38,Married,2,661,2,0.446,15300,0,365000,240,Home Improvement,Rural,Graduate,Male,Private Sector,N
LP000633,33000,21900,Employed,32,Single,2,850,1,0.346,31400,195600,163000,360,Education,Rural,Postgraduate,Female,Government,Y
LP000634,28100,0,Employed,50,Married,0,556,0,0.242,4900,69600,58000,240,Home Improvement,Rural,High School,Female,Government,Y
LP000635,19800,30400,Employed,60,Divorced,0,521,1,0.273,28100,0,210000,180,Debt Consolidation,Urban,Graduate,Male,Self-Employed,N
LP000636,13500,32400,Unemployed,27,Married,1,560,1,0.432,9200,82400,103000,240,Business,Semiurban,Graduate,Female,MNC,N
LP000637,59500,16100,Employed,52,Married,0,751,0,0.48,45700,268000,134000,240,Home Improvement,Rural,Doctorate,Male,Self-Employed,Y
LP000638,37900,17600,Employed,39,Married,0,769,1,0.473,11200,249600,208000,240,Home Purchase,Urban,Graduate,Male,MNC,Y
LP000639,16700,8400,Business Owner,26,Married,0,638,2,0.396,6200,61200,51000,180,Home Purchase,Rural,Graduate,Male,PSU,N
LP000640,16700,23300,Unemployed,40,Married,1,734,2,0.295,11300,0,105000,360,Home Purchase,Urban,Graduate,Female,Government,Y
LP000641,29700,0,Employed,47,Married,0,791,2,0.05,16300,0,47000,180,Debt Consolidation,Rural,Postgraduate,Male,PSU,Y
LP000642,98900,17500,Business Owner,63,Married,0,822,0,0.35,13400,177600,222000,180,Business,Semiurban,Graduate,Male,Private Sector,Y
LP000643,31100,31600,Employed,57,Married,0,660,3,0.32,12400,0,127000,240,Home Purchase,Urban,Postgraduate,Male,Private Sector,N
LP000644,14700,0,Employed,27,Single,2,495,2,0.334,14400,0,24000,240,Home Purchase,Semiurban,Graduate,Male,Government,N
LP000645,31300,0,Employed,25,Married,2,614,3,0.325,11900,0,109000,240,Education,Semiurban,Graduate,Female,PSU,N
LP000646,30800,0,Self-Employed,31,Married,1,645,0,0.187,13600,148800,124000,360,Business,Semiurban,Graduate,Male,Private Sector,N
LP000647,7200,17800,Self-Employed,35,Married,1,659,3,0.376,3700,52000,65000,240,Home Improvement,Semiurban,Postgraduate,Male,Private Sector,N
LP000648,35200,16500,Employed,23,Single,3,664,2,0.383,20200,319500,213000,360,Home Purchase,Rural,Postgraduate,Male,Government,N
LP000649,31600,20200,Employed,25,Single,0,769,2,0.388,15900,0,111000,360,Home Purchase,Semiurban,Graduate,Female,Government,Y
LP000650,55100,15000,Self-Employed,43,Married,0,781,0,0.415,63100,208800,174000,120,Home Purchase,Semiurban,Graduate,Female,Private Sector,Y
LP000651,110100,0,Employed,57,Married,0,666,2,0.38,7000,0,215000,240,Home Purchase,Urban,Postgraduate,Male,MNC,N
LP000652,71400,0,Employed,29,Married,0,767,3,0.279,4000,288000,240000,360,Home Purchase,Rural,Postgraduate,Male,PSU,Y
LP000653,30900,0,Self-Employed,35,Divorced,0,708,1,0.313,25800,0,85000,120,Debt Consolidation,Urban,Graduate,Male,Self-Employed,Y
LP000654,18700,0,Self-Employed,23,Single,3,685,1,0.329,20100,124000,62000,240,Home Purchase,Semiurban,Postgraduate,Male,Private Sector,Y
LP000655,170100,0,Self-Employed,49,Married,1,752,3,0.331,7500,966000,644000,360,Home Purchase,Rural,Graduate,Female,Private Sector,Y
LP000656,37600,0,Business Owner,26,Married,1,685,1,0.42,4500,141600,118000,240,Home Purchase,Urban,Graduate,Female,Private Sector,Y
LP000657,36600,9500,Employed,37,Married,3,844,1,0.384,64300,0,156000,240,Home Improvement,Semiurban,Graduate,Female,Private Sector,Y
LP000658,35800,25500,Self-Employed,46,Divorced,0,564,1,0.528,38900,316800,264000,360,Home Improvement,Urban,Postgraduate,Male,Private Sector,N
LP000659,40900,14000,Self-Employed,41,Married,0,638,3,0.541,1900,198000,132000,180,Debt Consolidation,Semiurban,Graduate,Female,MNC,N
LP000660,33300,20600,Employed,28,Married,1,669,0,0.328,10300,0,139000,120,Home Purchase,Semiurban,Postgraduate,Female,Private Sector,N
LP000661,25700,20900,Employed,41,Married,1,715,1,0.05,60300,204000,170000,360,Home Purchase,Rural,Postgraduate,Female,Self-Employed,Y
LP000662,26200,0,Employed,31,Single,0,781,1,0.444,11900,130500,87000,360,Home Purchase,Rural,Postgraduate,Female,Self-Employed,Y
LP000663,35600,12200,Employed,58,Single,1,678,2,0.266,10200,145500,97000,240,Home Purchase,Semiurban,Graduate,Female,Private Sector,Y
LP000664,26200,12800,Self-Employed,28,Single,1,566,1,0.24,10100,154500,103000,240,Education,Semiurban,Graduate,Male,PSU,Y
LP000665,23700,0,Business Owner,62,Married,2,747,3,0.28,6800,103500,69000,360,Personal,Semiurban,Doctorate,Male,MNC,Y
LP000666,38700,0,Employed,44,Single,1,740,3,0.275,4200,214000,107000,360,Home Improvement,Urban,Postgraduate,Female,Government,Y
LP000667,31200,17400,Employed,55,Married,0,524,0,0.381,27100,118800,99000,180,Education,Semiurban,High School,Male,Private Sector,N
LP000668,89500,0,Contract,34,Married,0,679,1,0.164,3500,458400,382000,120,Home Improvement,Rural,Graduate,Female,Government,Y
LP000669,7400,25400,Employed,34,Married,1,552,0,0.212,15000,186000,124000,240,Home Purchase,Semiurban,Graduate,Female,Private Sector,N
LP000670,69900,37900,Employed,30,Divorced,0,626,0,0.354,28300,380400,317000,360,Personal,Urban,Postgraduate,Female,Government,N
LP000671,76700,0,Employed,32,Married,3,607,1,0.382,4200,544000,272000,360,Home Purchase,Urban,Graduate,Male,Private Sector,N
LP000672,10500,0,Employed,58,Single,1,744,3,0.384,7900,0,44000,360,Home Improvement,Semiurban,Postgraduate,Male,Government,Y
LP000673,29600,0,Employed,64,Single,0,689,2,0.241,40500,44800,56000,360,Home Purchase,Urban,Graduate,Male,Private Sector,Y
LP000674,29100,0,Employed,54,Married,2,577,0,0.222,19700,52800,66000,240,Home Purchase,Semiurban,Graduate,Female,Private Sector,N
LP000675,15600,0,Employed,61,Married,1,750,0,0.269,10200,39200,49000,240,Home Improvement,Semiurban,Graduate,Female,Government,Y
LP000676,22800,26100,Employed,30,Married,0,565,1,0.344,32900,0,191000,360,Debt Consolidation,Semiurban,Graduate,Female,Government,Y
LP000677,18700,0,Employed,37,Married,2,706,1,0.469,41300,36000,30000,360,Home Purchase,Urban,Graduate,Male,Private Sector,Y
LP000678,103900,9700,Employed,37,Married,2,614,0,0.115,17000,0,506000,240,Home Purchase,Semiurban,Postgraduate,Female,Private Sector,N
LP000679,63700,0,Self-Employed,23,Married,2,650,2,0.298,7000,218400,182000,120,Home Purchase,Rural,Graduate,Female,Self-Employed,N
LP000680,77900,28100,Business Owner,51,Single,0,720,3,0.187,11500,327600,273000,360,Personal,Rural,Graduate,Male,Government,Y
LP000681,56000,0,Employed,21,Divorced,1,721,1,0.155,20200,106400,133000,240,Business,Semiurban,High School,Female,Private Sector,N
LP000682,18400,0,Employed,32,Married,2,786,2,0.417,15100,29600,37000,240,Debt Consolidation,Urban,Graduate,Female,Government,Y
LP000683,26500,25400,Self-Employed,59,Married,0,673,1,0.374,31800,241200,201000,360,Home Purchase,Rural,Graduate,Female,Government,Y
LP000684,48700,16200,Employed,24,Married,0,704,2,0.365,4600,424500,283000,360,Business,Semiurban,Postgraduate,Female,Private Sector,Y
LP000685,17400,0,Employed,62,Single,2,644,1,0.412,4300,72000,48000,180,Home Purchase,Urban,High School,Male,Government,N
LP000686,55700,58800,Self-Employed,33,Single,0,694,0,0.272,17900,748500,499000,360,Home Purchase,Urban,Graduate,Female,MNC,Y
LP000687,31400,12200,Business Owner,54,Married,2,715,3,0.277,10700,346000,173000,180,Home Purchase,Urban,Graduate,Female,MNC,Y
LP000688,29000,9000,Business Owner,62,Married,1,672,1,0.539,9100,134400,112000,180,Education,Urban,Postgraduate,Female,Private Sector,Y
LP000689,55600,0,Employed,41,Single,1,535,2,0.295,2900,392000,196000,240,Home Purchase,Urban,Graduate,Female,Self-Employed,N
LP000690,47400,0,Self-Employed,42,Married,0,706,1,0.394,16000,199500,133000,360,Home Purchase,Rural,Postgraduate,Female,Private Sector,Y
LP000691,29200,16100,Employed,24,Married,2,709,0,0.321,15100,216000,144000,360,Debt Consolidation,Semiurban,Doctorate,Male,Self-Employed,Y
LP000692,72800,37300,Self-Employed,38,Married,0,625,0,0.135,23500,0,184000,360,Home Purchase,Semiurban,High School,Female,Private Sector,N
LP000693,19000,0,Employed,25,Married,1,577,1,0.116,13600,136000,68000,360,Debt Consolidation,Rural,Graduate,Male,Government,Y
LP000694,52600,25500,Employed,39,Married,2,798,1,0.262,16000,156000,130000,180,Debt Consolidation,Rural,Graduate,Male,Government,Y
LP000695,51800,13300,Self-Employed,22,Single,2,719,0,0.426,41000,385500,257000,120,Debt Consolidation,Rural,High School,Male,Private Sector,N
LP000696,30200,0,Employed,32,Single,3,661,1,0.399,5200,0,120000,240,Home Purchase,Rural,Graduate,Female,MNC,N
LP000697,44200,48800,Employed,37,Married,1,589,1,0.411,20100,164800,206000,180,Home Purchase,Semiurban,Graduate,Female,Government,N
LP000698,17100,0,Business Owner,30,Divorced,0,614,2,0.221,3600,33600,42000,360,Business,Rural,Postgraduate,Male,Private Sector,N
LP000699,63200,13700,Employed,54,Married,3,784,1,0.482,8900,180800,226000,360,Education,Semiurban,Graduate,Male,Government,Y
LP000700,32500,27700,Employed,26,Single,1,691,3,0.224,5800,0,198000,360,Home Purchase,Urban,Graduate,Female,Government,N
LP000701,26500,14900,Employed,28,Married,0,635,1,0.341,26400,147000,98000,180,Home Purchase,Semiurban,High School,Female,Private Sector,Y
LP000702,68100,0,Self-Employed,31,Single,0,720,1,0.319,15200,0,223000,240,Home Purchase,Semiurban,Graduate,Female,PSU,Y
LP000703,23800,0,Self-Employed,32,Single,2,614,0,0.303,13500,45600,57000,240,Home Improvement,Rural,Graduate,Male,Self-Employed,N
LP000704,15600,0,Employed,29,Married,0,800,0,0.454,7300,0,26000,180,Home Improvement,Urban,Graduate,Male,Private Sector,Y
LP000705,14300,0,Self-Employed,22,Divorced,2,788,0,0.249,13800,26400,22000,240,Home Purchase,Semiurban,Postgraduate,Male,Government,Y
LP000706,52200,0,Employed,28,Single,1,642,1,0.185,7800,75200,94000,240,Home Improvement,Urban,Graduate,Male,Private Sector,N
LP000707,16800,14100,Self-Employed,31,Single,0,629,0,0.322,19000,96000,120000,240,Home Improvement,Urban,Graduate,Male,MNC,N
LP000708,104100,0,Employed,56,Married,1,470,0,0.28,4700,547200,456000,240,Education,Urban,Postgraduate,Male,Self-Employed,N
LP000709,10400,0,Employed,30,Single,0,561,2,0.65,36200,34800,29000,120,Home Purchase,Semiurban,High School,Male,Private Sector,N
LP000710,100500,27100,Contract,41,Single,1,572,0,0.388,3300,0,388000,240,Home Purchase,Rural,Graduate,Male,MNC,N
LP000711,41200,0,Employed,40,Married,1,690,0,0.279,8100,0,80000,240,Home Purchase,Urban,Postgraduate,Female,Government,Y
LP000712,34300,15700,Employed,28,Divorced,1,653,0,0.214,55600,0,158000,120,Business,Semiurban,Graduate,Male,Private Sector,Y
LP000713,26200,0,Employed,56,Married,2,572,2,0.132,9000,102000,51000,240,Business,Urban,Postgraduate,Male,Self-Employed,N
LP000714,46100,21400,Contract,49,Married,2,657,0,0.217,5100,180000,225000,180,Debt Consolidation,Urban,Graduate,Female,Government,N
LP000715,35500,0,Employed,62,Married,2,720,1,0.331,19100,183600,153000,240,Home Purchase,Semiurban,Graduate,Female,Government,Y
LP000716,70400,0,Employed,32,Married,0,722,1,0.463,11000,0,147000,180,Home Purchase,Urban,Postgraduate,Female,MNC,N
LP000717,38900,15300,Employed,34,Married,0,528,1,0.432,6000,247200,206000,240,Home Purchase,Semiurban,Graduate,Female,Private Sector,N
LP000718,39700,0,Employed,41,Married,1,669,1,0.343,6200,0,62000,360,Debt Consolidation,Urban,Graduate,Female,Private Sector,N
LP000719,29200,10500,Employed,42,Divorced,3,569,2,0.288,116000,0,104000,360,Home Purchase,Urban,Graduate,Female,Self-Employed,N
LP000720,35100,0,Self-Employed,41,Married,2,752,0,0.347,13700,76800,64000,360,Home Purchase,Semiurban,Postgraduate,Female,MNC,Y
LP000721,43700,0,Unemployed,64,Married,2,742,0,0.268,3500,89600,112000,240,Home Improvement,Semiurban,Graduate,Female,MNC,Y
LP000722,13000,33600,Employed,50,Married,0,608,0,0.492,44700,0,94000,240,Home Purchase,Urban,Graduate,Male,Private Sector,N
LP000723,16200,0,Employed,59,Married,1,618,0,0.301,22400,50400,42000,360,Debt Consolidation,Semiurban,Graduate,Male,Government,Y
LP000724,56700,9300,Employed,40,Divorced,1,643,0,0.311,7800,364000,182000,240,Home Purchase,Rural,Graduate,Female,PSU,Y
LP000725,40200,22900,Employed,44,Single,0,499,0,0.098,5300,121600,152000,360,Business,Semiurban,Graduate,Male,Private Sector,N
LP000726,32500,23700,Business Owner,43,Single,0,706,1,0.3,26900,234000,195000,240,Debt Consolidation,Urban,Graduate,Female,Private Sector,Y
LP000727,36700,23700,Employed,27,Married,3,658,1,0.404,12000,514000,257000,240,Education,Semiurban,Graduate,Male,Government,N
LP000728,44700,0,Employed,29,Married,0,757,1,0.213,3600,181500,121000,360,Debt Consolidation,Semiurban,Graduate,Male,Private Sector,Y
LP000729,26300,0,Self-Employed,21,Married,0,592,2,0.245,55100,66000,55000,180,Education,Urban,Postgraduate,Female,Private Sector,N
LP000730,22800,0,Employed,46,Married,0,630,0,0.399,9900,63600,53000,240,Education,Rural,Postgraduate,Male,Self-Employed,N
LP000731,40800,18800,Self-Employed,58,Married,3,559,0,0.172,41200,0,242000,180,Debt Consolidation,Rural,High School,Female,PSU,N
LP000732,20200,5900,Employed,58,Single,1,599,1,0.426,37100,100800,84000,240,Education,Rural,Graduate,Female,Government,N
LP000733,46400,0,Business Owner,64,Married,2,585,0,0.267,5800,106400,133000,180,Home Purchase,Rural,High School,Female,MNC,N
LP000734,13100,11800,Contract,42,Single,3,759,0,0.281,38600,0,49000,240,Home Purchase,Semiurban,Graduate,Male,Self-Employed,Y
LP000735,67300,0,Self-Employed,64,Married,0,624,1,0.208,8300,230400,192000,360,Home Purchase,Semiurban,Doctorate,Female,MNC,Y
LP000736,48200,80200,Contract,30,Married,1,689,3,0.358,3400,0,300000,360,Debt Consolidation,Semiurban,Graduate,Female,Private Sector,N
LP000737,42300,21700,Employed,26,Married,0,649,2,0.566,10300,332400,277000,240,Home Improvement,Rural,Graduate,Female,Private Sector,N
LP000738,65500,15400,Employed,37,Married,0,578,0,0.398,17700,403200,336000,360,Business,Semiurban,Graduate,Female,Private Sector,N
LP000739,98600,28600,Self-Employed,58,Single,2,666,2,0.234,10200,267600,223000,240,Home Purchase,Urban,Graduate,Female,Private Sector,Y
LP000740,66700,0,Employed,44,Married,2,727,2,0.434,12700,0,203000,240,Debt Consolidation,Urban,High School,Female,Private Sector,N
LP000741,12000,0,Employed,30,Married,0,583,1,0.288,32400,0,26000,360,Home Purchase,Rural,Postgraduate,Female,Private Sector,N
LP000742,16900,0,Employed,28,Divorced,0,744,2,0.457,18000,55200,46000,360,Home Improvement,Urban,Doctorate,Male,Private Sector,Y
LP000743,25000,0,Employed,41,Married,1,612,1,0.401,6900,206000,103000,360,Home Purchase,Semiurban,Postgraduate,Male,Private Sector,N
LP000744,36900,0,Employed,26,Married,0,641,0,0.05,25000,0,114000,180,Education,Rural,Graduate,Male,Government,N
LP000745,49500,22900,Employed,41,Married,0,722,1,0.22,18800,144800,181000,240,Home Purchase,Semiurban,Graduate,Male,Private Sector,Y
LP000746,23500,11300,Self-Employed,59,Married,0,626,1,0.414,1900,111000,74000,360,Home Purchase,Rural,Doctorate,Female,MNC,N
LP000747,40600,23800,Employed,44,Single,0,683,1,0.335,21400,0,251000,240,Business,Semiurban,Postgraduate,Male,Private Sector,Y
LP000748,23100,0,Employed,53,Single,2,654,1,0.218,19900,117000,78000,360,Debt Consolidation,Urban,Postgraduate,Female,Self-Employed,N
LP000749,25200,14600,Employed,38,Divorced,0,690,3,0.257,15600,139200,116000,240,Home Purchase,Rural,Graduate,Male,PSU,Y
LP000750,15600,15600,Employed,48,Married,0,489,3,0.129,22200,80400,67000,360,Debt Consolidation,Urban,Graduate,Male,MNC,Y
LP000751,20900,0,Business Owner,52,Married,1,533,2,0.311,6900,41600,52000,180,Home Purchase,Semiurban,High School,Male,MNC,N
LP000752,16100,28500,Employed,32,Single,2,729,2,0.541,21200,156000,195000,240,Personal,Urban,Graduate,Male,Self-Employed,N
LP000753,20200,9700,Employed,62,Married,0,762,3,0.4,4800,73600,92000,180,Debt Consolidation,Urban,Graduate,Male,Private Sector,Y
LP000754,68300,0,Business Owner,47,Married,0,607,0,0.539,18700,277500,185000,360,Home Purchase,Semiurban,Graduate,Male,PSU,N
LP000755,20500,12600,Employed,30,Married,0,660,0,0.408,70100,121200,101000,360,Debt Consolidation,Urban,Postgraduate,Female,MNC,N
LP000756,176200,9600,Employed,62,Married,2,703,1,0.423,7100,855600,713000,120,Home Purchase,Semiurban,Graduate,Male,MNC,Y
LP000757,48800,0,Employed,52,Married,1,735,2,0.517,8900,184500,123000,360,Business,Rural,Graduate,Male,Private Sector,Y
LP000758,40600,15500,Business Owner,62,Single,2,517,1,0.358,6500,91200,114000,240,Education,Urban,Graduate,Female,Government,N
LP000759,21700,60700,Employed,46,Single,3,609,2,0.301,15000,321600,268000,180,Education,Urban,Graduate,Male,MNC,N
LP000760,55300,22400,Employed,45,Married,2,653,0,0.423,6200,326400,272000,240,Home Purchase,Semiurban,Graduate,Male,Government,N
LP000761,25700,9100,Employed,31,Married,1,736,0,0.465,23000,190500,127000,180,Home Purchase,Semiurban,Graduate,Male,MNC,Y
LP000762,39100,0,Employed,43,Married,1,850,2,0.272,37300,129600,162000,240,Home Purchase,Rural,High School,Male,Private Sector,Y
LP000763,168700,30100,Employed,54,Single,0,661,0,0.248,22600,624000,520000,240,Home Improvement,Urban,High School,Female,Private Sector,N
LP000764,34300,51200,Employed,60,Married,3,567,1,0.334,3100,222000,148000,360,Debt Consolidation,Rural,Graduate,Male,Private Sector,N
LP000765,72400,0,Employed,43,Single,0,712,0,0.403,35100,380400,317000,360,Debt Consolidation,Semiurban,Postgraduate,Female,Private Sector,Y
LP000766,23800,7000,Contract,49,Married,0,785,0,0.4,37000,0,86000,360,Education,Semiurban,Postgraduate,Female,Private Sector,Y
LP000767,35600,46000,Self-Employed,51,Married,2,688,2,0.178,29800,330000,275000,120,Home Purchase,Urban,Graduate,Male,Private Sector,Y
LP000768,105100,21900,Employed,27,Married,0,607,1,0.511,18200,355200,444000,360,Home Purchase,Semiurban,Graduate,Female,Private Sector,N
LP000769,24900,0,Business Owner,60,Single,1,756,1,0.256,20100,93600,78000,360,Home Purchase,Urban,Graduate,Male,Government,Y
LP000770,107700,23600,Employed,53,Married,1,733,0,0.293,37300,556000,278000,120,Home Purchase,Urban,Graduate,Male,Private Sector,Y
LP000771,55500,0,Employed,41,Married,1,597,2,0.23,61900,250800,209000,360,Home Purchase,Semiurban,Graduate,Male,Self-Employed,Y
LP000772,25900,0,Self-Employed,22,Married,2,710,1,0.59,7400,121200,101000,180,Debt Consolidation,Rural,Postgraduate,Male,MNC,Y
LP000773,53100,0,Business Owner,38,Single,0,759,1,0.344,40000,201600,168000,240,Home Purchase,Semiurban,Graduate,Female,MNC,Y
LP000774,65100,0,Self-Employed,53,Single,1,774,2,0.235,16100,0,193000,240,Home Purchase,Semiurban,Postgraduate,Male,Private Sector,Y
LP000775,52700,10900,Employed,57,Married,1,674,0,0.406,13500,93600,117000,240,Business,Semiurban,Graduate,Female,Government,Y
LP000776,14200,18800,Contract,54,Single,2,651,2,0.397,4200,116000,58000,360,Home Purchase,Semiurban,Graduate,Female,Government,N
LP000777,23500,0,Employed,40,Married,2,778,1,0.301,13800,70800,59000,240,Home Improvement,Rural,Graduate,Male,PSU,Y
LP000778,31300,20500,Business Owner,55,Married,0,583,1,0.404,5800,0,126000,120,Home Purchase,Semiurban,Graduate,Female,MNC,N
LP000779,34700,11500,Contract,38,Married,1,715,0,0.237,11000,0,201000,360,Debt Consolidation,Urban,Postgraduate,Female,Government,Y
LP000780,52700,14700,Employed,44,Married,0,570,3,0.271,5300,312000,260000,360,Education,Urban,Postgraduate,Male,Self-Employed,N
LP000781,40400,0,Self-Employed,28,Single,3,765,2,0.119,11900,211500,141000,360,Home Purchase,Semiurban,Graduate,Male,Private Sector,Y
LP000782,16300,25000,Employed,50,Single,0,659,0,0.188,10600,189000,126000,240,Debt Consolidation,Semiurban,Postgraduate,Male,Private Sector,Y
LP000783,45600,27700,Employed,64,Married,2,781,0,0.501,18800,117600,147000,120,Business,Urban,High School,Male,MNC,Y
LP000784,52400,16000,Employed,30,Married,0,719,2,0.484,4400,606000,303000,360,Debt Consolidation,Rural,Postgraduate,Male,Private Sector,Y
LP000785,50800,0,Employed,43,Single,0,582,1,0.327,4100,159600,133000,120,Home Purchase,Semiurban,Graduate,Male,Private Sector,N
LP000786,69500,0,Contract,31,Divorced,1,793,2,0.486,23600,152400,127000,120,Home Purchase,Semiurban,Postgraduate,Female,MNC,Y
LP000787,59900,15500,Self-Employed,22,Married,2,804,1,0.304,9500,270000,225000,240,Home Improvement,Urban,Graduate,Female,Private Sector,Y
LP000788,47800,17600,Employed,46,Divorced,1,750,2,0.296,39400,0,270000,180,Education,Urban,High School,Male,Government,Y
LP000789,34800,66900,Business Owner,56,Married,3,619,1,0.326,16500,846000,423000,120,Home Purchase,Rural,Graduate,Male,Self-Employed,Y
LP000790,13400,10300,Contract,53,Married,1,655,0,0.308,23700,0,36000,240,Home Purchase,Rural,Graduate,Male,Private Sector,N
LP000791,47000,0,Employed,33,Single,1,691,1,0.298,47600,156000,195000,180,Home Purchase,Urban,Graduate,Male,Private Sector,Y
LP000792,41100,29700,Unemployed,60,Married,0,623,3,0.434,10800,246000,164000,180,Home Purchase,Urban,Graduate,Male,Private Sector,N
LP000793,42700,20800,Employed,45,Married,2,815,0,0.335,11500,123600,103000,120,Home Purchase,Semiurban,High School,Female,Private Sector,Y
LP000794,16900,0,Business Owner,24,Married,0,691,1,0.391,30900,102000,68000,180,Home Purchase,Urban,Graduate,Male,Private Sector,Y
LP000795,19000,21700,Employed,62,Single,2,463,1,0.423,15500,200400,167000,360,Home Purchase,Semiurban,Graduate,Male,Private Sector,N
LP000796,68300,21900,Employed,39,Single,3,707,1,0.359,13600,237600,297000,360,Home Purchase,Rural,High School,Male,Private Sector,N
LP000797,35500,0,Employed,38,Married,3,652,2,0.223,44200,228000,114000,240,Education,Urban,Graduate,Female,Private Sector,Y
LP000798,54700,33200,Self-Employed,57,Married,1,674,2,0.185,12700,0,346000,240,Home Purchase,Urban,Graduate,Female,MNC,Y
LP000799,36900,0,Employed,50,Married,2,650,0,0.335,14900,213000,142000,120,Home Purchase,Rural,Postgraduate,Male,Self-Employed,N
LP000800,37000,13200,Employed,39,Married,2,744,4,0.303,16800,0,209000,120,Home Purchase,Urban,Graduate,Male,MNC,Y
LP000801,63800,9300,Employed,43,Married,0,769,2,0.329,8100,346500,231000,180,Education,Rural,Graduate,Male,Government,Y
LP000802,26600,16300,Business Owner,36,Single,1,702,2,0.318,16600,0,189000,240,Business,Semiurban,Graduate,Male,Private Sector,Y
LP000803,38500,12100,Employed,21,Married,0,652,1,0.578,44400,272400,227000,360,Business,Rural,Postgraduate,Female,MNC,N
LP000804,27500,0,Employed,32,Married,1,676,2,0.187,21500,76500,51000,360,Home Purchase,Urban,High School,Female,Private Sector,Y
LP000805,28000,33500,Employed,44,Married,0,681,0,0.121,15500,298800,249000,240,Business,Urban,Graduate,Female,Private Sector,Y
LP000806,30200,14300,Employed,54,Married,0,615,0,0.353,12000,159600,133000,180,Debt Consolidation,Semiurban,Graduate,Male,Self-Employed,Y
